trade_utc,wallet,wallet_label,token_id,condition_id,question,outcome_label,side,role,fill_price,fill_size,book_before_age_s,best_bid_before,best_ask_before,mid_before,spread_before,book_after_age_s,best_bid_after,best_ask_after,context_status,null_reason
2026-07-05T15:57:16+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,83416745767116046345774749740035953488768882990234326717422430865288412974232,0xacb0eed77d09803271dbd3c4bd48e36e7db3bce93d9f9e7b41698c5b374ae726,Wimbledon ATP: Hubert Hurkacz vs Jan-Lennard Struff,Jan-Lennard Struff,BUY,maker,0.15,1.711764,1,0.15,0.16,0.155,0.01,1,0.15,0.16,excellent,
2026-07-05T15:57:13+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,83416745767116046345774749740035953488768882990234326717422430865288412974232,0xacb0eed77d09803271dbd3c4bd48e36e7db3bce93d9f9e7b41698c5b374ae726,Wimbledon ATP: Hubert Hurkacz vs Jan-Lennard Struff,Jan-Lennard Struff,BUY,maker,0.15000000042500003,17.647058,0,0.15,0.16,0.155,0.01,0,0.15,0.16,excellent,
2026-07-05T15:57:10+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,83416745767116046345774749740035953488768882990234326717422430865288412974232,0xacb0eed77d09803271dbd3c4bd48e36e7db3bce93d9f9e7b41698c5b374ae726,Wimbledon ATP: Hubert Hurkacz vs Jan-Lennard Struff,Jan-Lennard Struff,BUY,maker,0.15,0.352941,1,0.15,0.16,0.155,0.01,1,0.15,0.16,excellent,
2026-07-05T15:57:08+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,83416745767116046345774749740035953488768882990234326717422430865288412974232,0xacb0eed77d09803271dbd3c4bd48e36e7db3bce93d9f9e7b41698c5b374ae726,Wimbledon ATP: Hubert Hurkacz vs Jan-Lennard Struff,Jan-Lennard Struff,BUY,maker,0.15000001700002005,0.882352,1,0.15,0.16,0.155,0.01,1,0.15,0.16,excellent,
2026-07-05T15:57:05+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,83416745767116046345774749740035953488768882990234326717422430865288412974232,0xacb0eed77d09803271dbd3c4bd48e36e7db3bce93d9f9e7b41698c5b374ae726,Wimbledon ATP: Hubert Hurkacz vs Jan-Lennard Struff,Jan-Lennard Struff,BUY,maker,0.15000001700002005,0.882352,0,0.15,0.16,0.155,0.01,0,0.15,0.16,excellent,
2026-07-05T15:57:05+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,83416745767116046345774749740035953488768882990234326717422430865288412974232,0xacb0eed77d09803271dbd3c4bd48e36e7db3bce93d9f9e7b41698c5b374ae726,Wimbledon ATP: Hubert Hurkacz vs Jan-Lennard Struff,Jan-Lennard Struff,BUY,maker,0.15,2.5095,0,0.15,0.16,0.155,0.01,0,0.15,0.16,excellent,
2026-07-05T15:57:05+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,83416745767116046345774749740035953488768882990234326717422430865288412974232,0xacb0eed77d09803271dbd3c4bd48e36e7db3bce93d9f9e7b41698c5b374ae726,Wimbledon ATP: Hubert Hurkacz vs Jan-Lennard Struff,Jan-Lennard Struff,BUY,maker,0.1500000779820735,0.192352,0,0.15,0.16,0.155,0.01,0,0.15,0.16,excellent,
2026-07-05T15:57:05+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,83416745767116046345774749740035953488768882990234326717422430865288412974232,0xacb0eed77d09803271dbd3c4bd48e36e7db3bce93d9f9e7b41698c5b374ae726,Wimbledon ATP: Hubert Hurkacz vs Jan-Lennard Struff,Jan-Lennard Struff,BUY,maker,0.15000004292939917,0.349411,0,0.15,0.16,0.155,0.01,0,0.15,0.16,excellent,
2026-07-05T15:56:02+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,49879704887492126282668979145051908403872368437254201863109241294433655764437,0x4da73e81ca85a3d9715340bea8dc38c102fe0bf63ba6aa1f3efd8a54d56e9d0d,Wimbledon ATP: Felix Auger-Aliassime vs Alejandro Davidovich Fokina,Alejandro Davidovich Fokina,BUY,maker,0.6200000001744262,995.263157,1,0.62,0.63,0.625,0.01,1,0.62,0.63,excellent,
2026-07-05T15:55:58+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,49879704887492126282668979145051908403872368437254201863109241294433655764437,0x4da73e81ca85a3d9715340bea8dc38c102fe0bf63ba6aa1f3efd8a54d56e9d0d,Wimbledon ATP: Felix Auger-Aliassime vs Alejandro Davidovich Fokina,Alejandro Davidovich Fokina,BUY,maker,0.620000000247,652.631578,1,0.62,0.63,0.625,0.01,1,0.62,0.63,excellent,
2026-07-05T15:55:08+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,49879704887492126282668979145051908403872368437254201863109241294433655764437,0x4da73e81ca85a3d9715340bea8dc38c102fe0bf63ba6aa1f3efd8a54d56e9d0d,Wimbledon ATP: Felix Auger-Aliassime vs Alejandro Davidovich Fokina,Alejandro Davidovich Fokina,BUY,maker,0.6,3,2,0.6,0.61,0.605,0.01,2,0.6,0.61,excellent,
2026-07-05T15:55:02+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,49879704887492126282668979145051908403872368437254201863109241294433655764437,0x4da73e81ca85a3d9715340bea8dc38c102fe0bf63ba6aa1f3efd8a54d56e9d0d,Wimbledon ATP: Felix Auger-Aliassime vs Alejandro Davidovich Fokina,Alejandro Davidovich Fokina,BUY,maker,0.6,28.5,1,0.6,0.61,0.605,0.01,1,0.6,0.61,excellent,
2026-07-05T15:54:59+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,49879704887492126282668979145051908403872368437254201863109241294433655764437,0x4da73e81ca85a3d9715340bea8dc38c102fe0bf63ba6aa1f3efd8a54d56e9d0d,Wimbledon ATP: Felix Auger-Aliassime vs Alejandro Davidovich Fokina,Alejandro Davidovich Fokina,BUY,maker,0.6,15,0,0.6,0.61,0.605,0.01,0,0.6,0.61,excellent,
2026-07-05T15:54:53+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,49879704887492126282668979145051908403872368437254201863109241294433655764437,0x4da73e81ca85a3d9715340bea8dc38c102fe0bf63ba6aa1f3efd8a54d56e9d0d,Wimbledon ATP: Felix Auger-Aliassime vs Alejandro Davidovich Fokina,Alejandro Davidovich Fokina,BUY,maker,0.6,1.5,0,0.6,0.61,0.605,0.01,0,0.6,0.61,excellent,
2026-07-05T15:54:52+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,49879704887492126282668979145051908403872368437254201863109241294433655764437,0x4da73e81ca85a3d9715340bea8dc38c102fe0bf63ba6aa1f3efd8a54d56e9d0d,Wimbledon ATP: Felix Auger-Aliassime vs Alejandro Davidovich Fokina,Alejandro Davidovich Fokina,BUY,maker,0.6,3,2,0.6,0.61,0.605,0.01,1,0.6,0.61,excellent,
2026-07-05T15:54:31+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,49879704887492126282668979145051908403872368437254201863109241294433655764437,0x4da73e81ca85a3d9715340bea8dc38c102fe0bf63ba6aa1f3efd8a54d56e9d0d,Wimbledon ATP: Felix Auger-Aliassime vs Alejandro Davidovich Fokina,Alejandro Davidovich Fokina,BUY,maker,0.61,22.875,0,0.61,0.62,0.615,0.01,0,0.61,0.62,excellent,
2026-07-05T15:54:22+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,49879704887492126282668979145051908403872368437254201863109241294433655764437,0x4da73e81ca85a3d9715340bea8dc38c102fe0bf63ba6aa1f3efd8a54d56e9d0d,Wimbledon ATP: Felix Auger-Aliassime vs Alejandro Davidovich Fokina,Alejandro Davidovich Fokina,BUY,maker,0.610000001220339,239.933333,1,0.61,0.62,0.615,0.01,6,0.61,0.62,excellent,
2026-07-05T15:54:22+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,49879704887492126282668979145051908403872368437254201863109241294433655764437,0x4da73e81ca85a3d9715340bea8dc38c102fe0bf63ba6aa1f3efd8a54d56e9d0d,Wimbledon ATP: Felix Auger-Aliassime vs Alejandro Davidovich Fokina,Alejandro Davidovich Fokina,BUY,maker,0.61,2.9036,1,0.61,0.62,0.615,0.01,6,0.61,0.62,excellent,
2026-07-05T15:53:58+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,25488999774614392618895746515798757261284069686356272640902684844359070897351,0x4da73e81ca85a3d9715340bea8dc38c102fe0bf63ba6aa1f3efd8a54d56e9d0d,Wimbledon ATP: Felix Auger-Aliassime vs Alejandro Davidovich Fokina,Felix Auger-Aliassime,BUY,maker,0.37000000031720265,58.322336,0,0.37,0.38,0.375,0.01,0,0.37,0.38,excellent,
2026-07-05T15:52:04+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,83416745767116046345774749740035953488768882990234326717422430865288412974232,0xacb0eed77d09803271dbd3c4bd48e36e7db3bce93d9f9e7b41698c5b374ae726,Wimbledon ATP: Hubert Hurkacz vs Jan-Lennard Struff,Jan-Lennard Struff,BUY,maker,0.24,26.7144,0,0.23,0.24,0.235,0.01,0,0.23,0.24,excellent,
2026-07-05T15:51:56+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,111634287225976165051045971625853528570396081470085297000633995890794935571765,0xf2dbce3795ec857534dde21ec1cc07aed421c1cfc8d632557b74dbd2a81ea181,Wimbledon ATP: Roman Safiullin vs Novak Djokovic,Roman Safiullin,BUY,maker,0.027000000004461993,72.613272,2,0.031,0.038,0.0345,0.007,1,0.03,0.038,excellent,
2026-07-05T15:51:32+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,49879704887492126282668979145051908403872368437254201863109241294433655764437,0x4da73e81ca85a3d9715340bea8dc38c102fe0bf63ba6aa1f3efd8a54d56e9d0d,Wimbledon ATP: Felix Auger-Aliassime vs Alejandro Davidovich Fokina,Alejandro Davidovich Fokina,BUY,maker,0.6100000007202463,228.671794,0,0.61,0.62,0.615,0.01,0,0.61,0.62,excellent,
2026-07-05T15:51:26+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,49879704887492126282668979145051908403872368437254201863109241294433655764437,0x4da73e81ca85a3d9715340bea8dc38c102fe0bf63ba6aa1f3efd8a54d56e9d0d,Wimbledon ATP: Felix Auger-Aliassime vs Alejandro Davidovich Fokina,Alejandro Davidovich Fokina,BUY,maker,0.61,593.9204,2,0.61,0.62,0.615,0.01,1,0.61,0.62,excellent,
2026-07-05T15:51:23+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,25488999774614392618895746515798757261284069686356272640902684844359070897351,0x4da73e81ca85a3d9715340bea8dc38c102fe0bf63ba6aa1f3efd8a54d56e9d0d,Wimbledon ATP: Felix Auger-Aliassime vs Alejandro Davidovich Fokina,Felix Auger-Aliassime,BUY,maker,0.380000000248,153.225806,1,0.38,0.39,0.385,0.01,1,0.38,0.39,excellent,
2026-07-05T15:51:19+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,25488999774614392618895746515798757261284069686356272640902684844359070897351,0x4da73e81ca85a3d9715340bea8dc38c102fe0bf63ba6aa1f3efd8a54d56e9d0d,Wimbledon ATP: Felix Auger-Aliassime vs Alejandro Davidovich Fokina,Felix Auger-Aliassime,BUY,maker,0.3800000551111237,1.930645,1,0.38,0.39,0.385,0.01,1,0.38,0.39,excellent,
2026-07-05T15:51:13+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,25488999774614392618895746515798757261284069686356272640902684844359070897351,0x4da73e81ca85a3d9715340bea8dc38c102fe0bf63ba6aa1f3efd8a54d56e9d0d,Wimbledon ATP: Felix Auger-Aliassime vs Alejandro Davidovich Fokina,Felix Auger-Aliassime,BUY,maker,0.38,91.8878,1,0.38,0.39,0.385,0.01,1,0.38,0.39,excellent,
2026-07-05T15:49:50+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,25488999774614392618895746515798757261284069686356272640902684844359070897351,0x4da73e81ca85a3d9715340bea8dc38c102fe0bf63ba6aa1f3efd8a54d56e9d0d,Wimbledon ATP: Felix Auger-Aliassime vs Alejandro Davidovich Fokina,Felix Auger-Aliassime,BUY,maker,0.3800000559016801,1.495483,4,0.38,0.39,0.385,0.01,3,0.38,0.39,good,
2026-07-05T15:49:29+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,49879704887492126282668979145051908403872368437254201863109241294433655764437,0x4da73e81ca85a3d9715340bea8dc38c102fe0bf63ba6aa1f3efd8a54d56e9d0d,Wimbledon ATP: Felix Auger-Aliassime vs Alejandro Davidovich Fokina,Alejandro Davidovich Fokina,BUY,maker,0.6,3049.8,0,0.61,0.62,0.615,0.01,0,0.61,0.62,excellent,
2026-07-05T15:49:29+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,49879704887492126282668979145051908403872368437254201863109241294433655764437,0x4da73e81ca85a3d9715340bea8dc38c102fe0bf63ba6aa1f3efd8a54d56e9d0d,Wimbledon ATP: Felix Auger-Aliassime vs Alejandro Davidovich Fokina,Alejandro Davidovich Fokina,BUY,maker,0.6,2998.8,0,0.61,0.62,0.615,0.01,0,0.61,0.62,excellent,
2026-07-05T15:49:29+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,49879704887492126282668979145051908403872368437254201863109241294433655764437,0x4da73e81ca85a3d9715340bea8dc38c102fe0bf63ba6aa1f3efd8a54d56e9d0d,Wimbledon ATP: Felix Auger-Aliassime vs Alejandro Davidovich Fokina,Alejandro Davidovich Fokina,BUY,maker,0.61,3048.78,0,0.61,0.62,0.615,0.01,0,0.61,0.62,excellent,
2026-07-05T15:47:58+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,25488999774614392618895746515798757261284069686356272640902684844359070897351,0x4da73e81ca85a3d9715340bea8dc38c102fe0bf63ba6aa1f3efd8a54d56e9d0d,Wimbledon ATP: Felix Auger-Aliassime vs Alejandro Davidovich Fokina,Felix Auger-Aliassime,BUY,maker,0.4,66.666666,0,0.4,0.41,0.405,0.01,0,0.4,0.41,excellent,
2026-07-05T15:47:46+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,25488999774614392618895746515798757261284069686356272640902684844359070897351,0x4da73e81ca85a3d9715340bea8dc38c102fe0bf63ba6aa1f3efd8a54d56e9d0d,Wimbledon ATP: Felix Auger-Aliassime vs Alejandro Davidovich Fokina,Felix Auger-Aliassime,BUY,maker,0.4,38.708,1,0.4,0.41,0.405,0.01,1,0.4,0.41,excellent,
2026-07-05T15:47:38+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,25488999774614392618895746515798757261284069686356272640902684844359070897351,0x4da73e81ca85a3d9715340bea8dc38c102fe0bf63ba6aa1f3efd8a54d56e9d0d,Wimbledon ATP: Felix Auger-Aliassime vs Alejandro Davidovich Fokina,Felix Auger-Aliassime,BUY,maker,0.4,245.556,1,0.4,0.41,0.405,0.01,1,0.4,0.41,excellent,
2026-07-05T15:46:25+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,16486915975995693674842844022079007367606300784218695794971169529624889772699,0xf2dbce3795ec857534dde21ec1cc07aed421c1cfc8d632557b74dbd2a81ea181,Wimbledon ATP: Roman Safiullin vs Novak Djokovic,Novak Djokovic,BUY,maker,0.9520000002576361,3458.646543,1,0.954,0.97,0.962,0.016,1,0.955,0.966,excellent,
2026-07-05T15:43:32+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,25488999774614392618895746515798757261284069686356272640902684844359070897351,0x4da73e81ca85a3d9715340bea8dc38c102fe0bf63ba6aa1f3efd8a54d56e9d0d,Wimbledon ATP: Felix Auger-Aliassime vs Alejandro Davidovich Fokina,Felix Auger-Aliassime,BUY,maker,0.55,216.392,1,0.55,0.56,0.555,0.01,1,0.55,0.56,excellent,
2026-07-05T15:42:04+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,86843556106915706945391494766778453743714847367767062330861161204704600548928,0xb6e69d2ca0a8ef2392fba28f0d0d0e61ad122fe314d2a796046711c3a3e599fd,ITF Stuttgart-Vaihingen: Alice Tubello vs Anastasiya Sobolieva,Anastasiya Sobolieva,BUY,maker,0.580000002813285,49.479523,0,0.54,0.55,0.545,0.01,0,0.54,0.55,excellent,
2026-07-05T15:38:11+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,25488999774614392618895746515798757261284069686356272640902684844359070897351,0x4da73e81ca85a3d9715340bea8dc38c102fe0bf63ba6aa1f3efd8a54d56e9d0d,Wimbledon ATP: Felix Auger-Aliassime vs Alejandro Davidovich Fokina,Felix Auger-Aliassime,BUY,maker,0.6,22.5,1,0.6,0.61,0.605,0.01,1,0.6,0.61,excellent,
2026-07-05T15:38:08+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,25488999774614392618895746515798757261284069686356272640902684844359070897351,0x4da73e81ca85a3d9715340bea8dc38c102fe0bf63ba6aa1f3efd8a54d56e9d0d,Wimbledon ATP: Felix Auger-Aliassime vs Alejandro Davidovich Fokina,Felix Auger-Aliassime,BUY,maker,0.6,80.34,1,0.6,0.61,0.605,0.01,2,0.6,0.61,excellent,
2026-07-05T15:38:08+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,25488999774614392618895746515798757261284069686356272640902684844359070897351,0x4da73e81ca85a3d9715340bea8dc38c102fe0bf63ba6aa1f3efd8a54d56e9d0d,Wimbledon ATP: Felix Auger-Aliassime vs Alejandro Davidovich Fokina,Felix Auger-Aliassime,BUY,maker,0.6,28.5,1,0.6,0.61,0.605,0.01,2,0.6,0.61,excellent,
2026-07-05T15:38:07+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,25488999774614392618895746515798757261284069686356272640902684844359070897351,0x4da73e81ca85a3d9715340bea8dc38c102fe0bf63ba6aa1f3efd8a54d56e9d0d,Wimbledon ATP: Felix Auger-Aliassime vs Alejandro Davidovich Fokina,Felix Auger-Aliassime,BUY,maker,0.6,14.4,0,0.6,0.61,0.605,0.01,0,0.6,0.61,excellent,
2026-07-05T15:37:11+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,111634287225976165051045971625853528570396081470085297000633995890794935571765,0xf2dbce3795ec857534dde21ec1cc07aed421c1cfc8d632557b74dbd2a81ea181,Wimbledon ATP: Roman Safiullin vs Novak Djokovic,Roman Safiullin,BUY,maker,0.06,9.025353,1,0.06,0.07,0.065,0.01,1,0.06,0.07,excellent,
2026-07-05T15:34:37+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,16486915975995693674842844022079007367606300784218695794971169529624889772699,0xf2dbce3795ec857534dde21ec1cc07aed421c1cfc8d632557b74dbd2a81ea181,Wimbledon ATP: Roman Safiullin vs Novak Djokovic,Novak Djokovic,BUY,maker,0.84,5.25,0,0.84,0.85,0.845,0.01,0,0.84,0.85,excellent,
2026-07-05T15:34:31+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,25488999774614392618895746515798757261284069686356272640902684844359070897351,0x4da73e81ca85a3d9715340bea8dc38c102fe0bf63ba6aa1f3efd8a54d56e9d0d,Wimbledon ATP: Felix Auger-Aliassime vs Alejandro Davidovich Fokina,Felix Auger-Aliassime,BUY,maker,0.61,1519.8333,0,0.61,0.62,0.615,0.01,0,0.61,0.62,excellent,
2026-07-05T15:34:29+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,16486915975995693674842844022079007367606300784218695794971169529624889772699,0xf2dbce3795ec857534dde21ec1cc07aed421c1cfc8d632557b74dbd2a81ea181,Wimbledon ATP: Roman Safiullin vs Novak Djokovic,Novak Djokovic,BUY,maker,0.84,13.44,0,0.84,0.85,0.845,0.01,0,0.84,0.85,excellent,
2026-07-05T15:34:29+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,16486915975995693674842844022079007367606300784218695794971169529624889772699,0xf2dbce3795ec857534dde21ec1cc07aed421c1cfc8d632557b74dbd2a81ea181,Wimbledon ATP: Roman Safiullin vs Novak Djokovic,Novak Djokovic,BUY,maker,0.84,426.4428,0,0.84,0.85,0.845,0.01,0,0.84,0.85,excellent,
2026-07-05T15:33:46+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,5565565688693809236699509703217764442024299509486197728755731573805507480934,0xb6e69d2ca0a8ef2392fba28f0d0d0e61ad122fe314d2a796046711c3a3e599fd,ITF Stuttgart-Vaihingen: Alice Tubello vs Anastasiya Sobolieva,Alice Tubello,BUY,maker,0.6900000019484178,205.397419,2,0.65,0.67,0.66,0.02,1,0.65,0.66,excellent,
2026-07-05T15:32:43+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,111634287225976165051045971625853528570396081470085297000633995890794935571765,0xf2dbce3795ec857534dde21ec1cc07aed421c1cfc8d632557b74dbd2a81ea181,Wimbledon ATP: Roman Safiullin vs Novak Djokovic,Roman Safiullin,BUY,maker,0.23000000171933702,22.741324,0,0.23,0.24,0.235,0.01,0,0.23,0.24,excellent,
2026-07-05T15:31:13+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,25488999774614392618895746515798757261284069686356272640902684844359070897351,0x4da73e81ca85a3d9715340bea8dc38c102fe0bf63ba6aa1f3efd8a54d56e9d0d,Wimbledon ATP: Felix Auger-Aliassime vs Alejandro Davidovich Fokina,Felix Auger-Aliassime,BUY,maker,0.6,78.318,2,0.6,0.61,0.605,0.01,1,0.6,0.61,excellent,
2026-07-05T15:30:46+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,111634287225976165051045971625853528570396081470085297000633995890794935571765,0xf2dbce3795ec857534dde21ec1cc07aed421c1cfc8d632557b74dbd2a81ea181,Wimbledon ATP: Roman Safiullin vs Novak Djokovic,Roman Safiullin,BUY,taker,0.21,1.35865,0,0.21,0.22,0.215,0.01,0,0.21,0.22,excellent,
2026-07-05T15:30:37+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,111634287225976165051045971625853528570396081470085297000633995890794935571765,0xf2dbce3795ec857534dde21ec1cc07aed421c1cfc8d632557b74dbd2a81ea181,Wimbledon ATP: Roman Safiullin vs Novak Djokovic,Roman Safiullin,BUY,taker,0.2,20.48,0,0.19,0.2,0.195,0.01,0,0.19,0.2,excellent,
2026-07-05T15:30:34+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,111634287225976165051045971625853528570396081470085297000633995890794935571765,0xf2dbce3795ec857534dde21ec1cc07aed421c1cfc8d632557b74dbd2a81ea181,Wimbledon ATP: Roman Safiullin vs Novak Djokovic,Roman Safiullin,BUY,taker,0.2,20.48,1,0.19,0.2,0.195,0.01,3,0.19,0.2,excellent,
2026-07-05T15:29:10+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,86843556106915706945391494766778453743714847367767062330861161204704600548928,0xb6e69d2ca0a8ef2392fba28f0d0d0e61ad122fe314d2a796046711c3a3e599fd,ITF Stuttgart-Vaihingen: Alice Tubello vs Anastasiya Sobolieva,Anastasiya Sobolieva,BUY,maker,0.19,7.6,0,0.2,0.22,0.21,0.02,0,0.2,0.22,excellent,
2026-07-05T15:28:25+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,86843556106915706945391494766778453743714847367767062330861161204704600548928,0xb6e69d2ca0a8ef2392fba28f0d0d0e61ad122fe314d2a796046711c3a3e599fd,ITF Stuttgart-Vaihingen: Alice Tubello vs Anastasiya Sobolieva,Anastasiya Sobolieva,BUY,maker,0.19,0.9728,1,0.19,0.2,0.195,0.01,1,0.19,0.2,excellent,
2026-07-05T15:27:58+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,111634287225976165051045971625853528570396081470085297000633995890794935571765,0xf2dbce3795ec857534dde21ec1cc07aed421c1cfc8d632557b74dbd2a81ea181,Wimbledon ATP: Roman Safiullin vs Novak Djokovic,Roman Safiullin,BUY,taker,0.16,3.74813,2,0.16,0.17,0.165,0.01,1,0.16,0.17,excellent,
2026-07-05T15:26:49+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,111634287225976165051045971625853528570396081470085297000633995890794935571765,0xf2dbce3795ec857534dde21ec1cc07aed421c1cfc8d632557b74dbd2a81ea181,Wimbledon ATP: Roman Safiullin vs Novak Djokovic,Roman Safiullin,BUY,maker,0.16000000965517508,1.325714,1,0.15,0.17,0.16,0.02,2,0.15,0.16,excellent,
2026-07-05T15:25:13+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,111634287225976165051045971625853528570396081470085297000633995890794935571765,0xf2dbce3795ec857534dde21ec1cc07aed421c1cfc8d632557b74dbd2a81ea181,Wimbledon ATP: Roman Safiullin vs Novak Djokovic,Roman Safiullin,BUY,maker,0.15000000773360156,0.969794,1,0.15,0.16,0.155,0.01,1,0.15,0.16,excellent,
2026-07-05T15:24:44+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,38602749023326937015815940958785150688653388148160908371341010873338882432118,0x5f005a68950aeca7600af0f1e81bbb8a9873002bb784076842a6c878b6371fdf,Wimbledon WTA: Karolina Muchova vs Barbora Krejcikova,Barbora Krejcikova,BUY,maker,0.043000000061484106,7.693045,1,0.043,0.047,0.045,0.004,1,0.043,0.047,excellent,
2026-07-05T15:21:28+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,16486915975995693674842844022079007367606300784218695794971169529624889772699,0xf2dbce3795ec857534dde21ec1cc07aed421c1cfc8d632557b74dbd2a81ea181,Wimbledon ATP: Roman Safiullin vs Novak Djokovic,Novak Djokovic,BUY,maker,0.84,26.25,2,0.84,0.85,0.845,0.01,1,0.84,0.85,excellent,
2026-07-05T15:21:23+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,16486915975995693674842844022079007367606300784218695794971169529624889772699,0xf2dbce3795ec857534dde21ec1cc07aed421c1cfc8d632557b74dbd2a81ea181,Wimbledon ATP: Roman Safiullin vs Novak Djokovic,Novak Djokovic,BUY,maker,0.84,33.8688,0,0.84,0.85,0.845,0.01,0,0.84,0.85,excellent,
2026-07-05T15:21:10+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,83416745767116046345774749740035953488768882990234326717422430865288412974232,0xacb0eed77d09803271dbd3c4bd48e36e7db3bce93d9f9e7b41698c5b374ae726,Wimbledon ATP: Hubert Hurkacz vs Jan-Lennard Struff,Jan-Lennard Struff,BUY,maker,0.22,1105.5,1,0.21,0.22,0.215,0.01,1,0.21,0.22,excellent,
2026-07-05T15:16:52+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,16486915975995693674842844022079007367606300784218695794971169529624889772699,0xf2dbce3795ec857534dde21ec1cc07aed421c1cfc8d632557b74dbd2a81ea181,Wimbledon ATP: Roman Safiullin vs Novak Djokovic,Novak Djokovic,BUY,maker,0.86,86,3,0.86,0.87,0.865,0.01,1,0.85,0.87,good,
2026-07-05T15:16:47+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,RN1,16486915975995693674842844022079007367606300784218695794971169529624889772699,0xf2dbce3795ec857534dde21ec1cc07aed421c1cfc8d632557b74dbd2a81ea181,Wimbledon ATP: Roman Safiullin vs Novak Djokovic,Novak Djokovic,BUY,maker,0.860000002352,307.142857,4,0.86,0.87,0.865,0.01,1,0.86,0.87,good,
