,wallet_label,token_id,question,outcome_label,buy_shares,sell_shares,buy_notional,sell_notional,total_notional,fills,net_shares,gross_shares,net_to_gross_ratio
163,RN1,8963907017582457712347647311643106183252917660738419483181983014657152970904,Exact Score: Canada 0 - 1 Morocco?,Yes,5712.070815,0.0,2330.449716,0.0,2330.449716,36,5712.070815,5712.070815,1.0
164,RN1,90014508754360062707842316614646706933929611822383861836108088305980738936006,Canada vs. Morocco: Morocco O/U 0.5,Under,14041.900876,0.0,6226.806377,0.0,6226.806377,5,14041.900876,14041.900876,1.0
165,RN1,90876581743969060810659674768686680752277196215922935183144709215636003841937,Detroit Tigers vs. Texas Rangers: O/U 8.5,Under,114.600768,0.0,67.77450900000001,0.0,67.774509,5,114.600768,114.600768,1.0
166,RN1,92558617592610075024809620259581225959591222778250295886163453827086930306302,Canada vs. Morocco: O/U 2.5,Over,137394.140563,0.0,35747.208526999995,0.0,35747.208527,193,137394.140563,137394.140563,1.0
167,RN1,93810353214954178940425965647012239129677218934849713778923739584062466379189,Exact Score: Canada 3 - 1 Morocco?,No,925.7142819999999,0.0,912.754284,0.0,912.754284,2,925.7142819999999,925.7142819999999,1.0
168,RN1,93874081857253639178898021604519552839001679634405453013536082158783934343071,Paraguay vs. France: Draw at halftime?,No,2803.2312760000004,0.0,1326.0160950000002,0.0,1326.016095,19,2803.2312760000004,2803.2312760000004,1.0
169,RN1,94452103968635842280117969595911408931171906437356247111944989707288891072164,Exact Score: Paraguay 0 - 3 France?,No,1031.7014149999998,0.0,887.263224,0.0,887.263224,14,1031.7014149999998,1031.7014149999998,1.0
170,RN1,95182777344595475043422960611010971868057061754103584777685776632745147808833,Canada vs. Morocco: Canada O/U 2.5,Over,20.263384,0.0,0.263424,0.0,0.263424,1,20.263384,20.263384,1.0
171,RN1,9565165760288801918102498503600469932249145861743408770092595451525049724661,Spread: Seattle Mariners (-1.5),Toronto Blue Jays,21.22,0.0,2.207,0.0,2.207,2,21.22,21.22,1.0
172,RN1,96116244500158894129614720792528379861054569399638069723975776943314550124383,Canada vs. Morocco: O/U 1.5,Over,98340.98921999997,0.0,53952.867544999994,0.0,53952.867545,124,98340.98921999997,98340.98921999997,1.0
173,RN1,96920404895957149864295866381978404444368206549030023714686364747926358551318,Exact Score: Paraguay 1 - 1 France?,No,2281.897563,0.0,2106.9106939999997,0.0,2106.910694,4,2281.897563,2281.897563,1.0
174,RN1,97030267761010054658145325001804266098334544430480523630524546563460712877081,Spread: Morocco (-2.5),Canada,19350.470945,0.0,18987.879427,0.0,18987.879427,13,19350.470945,19350.470945,1.0
175,RN1,97300704324509360159410663023731717955165171299039921619748260703973681745948,Exact Score: Paraguay 0 - 2 France?,No,796.858685,0.0,623.218295,0.0,623.218295,11,796.858685,796.858685,1.0
176,RN1,98550112018189929804021833059335205050998087270207058353012628130079550801305,Canada vs. Morocco: Canada O/U 0.5,Over,267.58,0.0,64.2192,0.0,64.2192,1,267.58,267.58,1.0
177,RN1,99286149817318567767451861229686424899608858663863135624950016348707831065914,Spread: Paraguay (-1.5),Paraguay,4358.0,0.0,26.148,0.0,26.148,1,4358.0,4358.0,1.0
178,RN1,99792866036005058658437227017757848412905207107265222332609082005571381147480,Paraguay vs. France: O/U 1.5,Under,3618.5005119999996,0.0,891.1737410000001,0.0,891.1737410000001,31,3618.5005119999996,3618.5005119999996,1.0
